Station ID,Group,Sample Date (mm/dd/yyyy),Sample Depth (cm),Wet Soil pH (pH units),Dry Soil pH (pH units),Soil Specific Conductance (uS/cm),Soil Salinity (ppt),Soil Moisture Content (%),Bulk Density (g/cm3),Organic Matter (%),Wet Volume (cm3),Dry Volume (cm3),Biomass Target Flora Species,Belowground Live Biomass (g/m2),Belowground Dead Biomass (g/m2),Organic Density (g/cm3),Total Carbon (g/kg),Carbon Density (mg/cm3),Total Nitrogen (g/kg),Total Phosphorus (mg/kg),Sand (%),Silt (%),Clay (%),Particle Size Mean (phi),Particle Size Median (phi),Particle Size Standard Deviation (phi),Radiometric Dating Method and Units,Isotope Concentration,Organization,Personnel,Comments,Latitude,Longitude
CRMS0337-S01,,5/11/2006,0 to 4,6.7,5.85,13895,8.05,83.82,0.29,16.42,324.29,93.48,,,,0.0476,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31079522,-90.35501281
CRMS0337-S01,,5/11/2006,4 to 8,6.85,5.98,15050,8.8,81.78,0.29,20,324.29,106.68,,,,0.058,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31079522,-90.35501281
CRMS0337-S01,,5/11/2006,8 to 12,7.1,5.62,15520,9.1,78.79,0.33,18.91,324.29,113.25,,,,0.0624,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31079522,-90.35501281
CRMS0337-S01,,5/11/2006,12 to 16,7.1,5.49,15820,9.3,81.98,0.28,22,324.29,99.6,,,,0.0616,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31079522,-90.35501281
CRMS0337-S01,,5/11/2006,16 to 20,7.15,5.55,16940,10,88.11,0.24,23.62,324.29,95.77,,,,0.0567,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31079522,-90.35501281
CRMS0337-S01,,5/11/2006,20 to 24,7.2,5.65,16550,9.7,89.43,0.28,18.75,324.29,98.11,,,,0.0525,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31079522,-90.35501281
CRMS0337-S02,,5/11/2006,0 to 4,6.95,6,14265,8.3,76.3,0.34,14,324.29,104.57,,,,0.0476,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,High root content,29.31064802,-90.35500738
CRMS0337-S02,,5/11/2006,4 to 8,6.85,6.32,14040,8.1,77.3,0.34,16.25,324.29,105.55,,,,0.0553,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,High root content,29.31064802,-90.35500738
CRMS0337-S02,,5/11/2006,8 to 12,7.05,5.55,15980,9.4,82.65,0.29,18.41,324.29,96.46,,,,0.0534,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,High root content,29.31064802,-90.35500738
CRMS0337-S02,,5/11/2006,12 to 16,7.1,5.45,15160,8.85,80.23,0.29,17,324.29,94.02,,,,0.0493,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,High root content,29.31064802,-90.35500738
CRMS0337-S02,,5/11/2006,16 to 20,7.15,5.45,15200,8.9,81,0.27,15.75,324.29,84.8,,,,0.0425,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,W. Cavalier; S. Varnado; M. Acosta,High root content,29.31064802,-90.35500738
CRMS0337-S02,,5/11/2006,20 to 24,7.3,6.68,15970,9.4,82.7,0.18,19.5,324.29,61.5,,,,0.0351,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,High root content,29.31064802,-90.35500738
CRMS0337-S03,,5/11/2006,0 to 4,6.93,5.75,13245,7.65,87.42,0.32,11.5,324.29,97.07,,,,0.0368,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31063829,-90.35505801
CRMS0337-S03,,5/11/2006,4 to 8,7.1,6.67,14340,8.3,87.59,0.41,14.72,324.29,120.5,,,,0.0604,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31063829,-90.35505801
CRMS0337-S03,,5/11/2006,8 to 12,7.75,6.44,14230,8.3,88.59,0.42,14.5,324.29,124.33,,,,0.0609,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31063829,-90.35505801
CRMS0337-S03,,5/11/2006,12 to 16,7.5,5.92,14440,8.4,86.63,0.35,16.92,324.29,109.68,,,,0.0592,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31063829,-90.35505801
CRMS0337-S03,,5/11/2006,16 to 20,7.68,6.84,14775,8.6,86.65,0.33,19.4,324.29,104.34,,,,0.064,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31063829,-90.35505801
CRMS0337-S03,,5/11/2006,20 to 24,7.76,6.15,13300,7.7,85.57,0.36,17,324.29,117.89,,,,0.0612,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,M. Acosta; W. Cavalier; S. Varnado,,29.31063829,-90.35505801
CRMS0337-S04,,5/18/2018,0 to 4,,,,,77.7,0.21,24.4,324.29,87.25,,,,0.0512,86.32,18.127,4.88,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31075034,-90.35502426
CRMS0337-S04,,5/18/2018,4 to 8,,,,,63.43,0.33,13.77,324.29,135.99,,,,0.0454,47.83,15.784,2.71,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31075034,-90.35502426
CRMS0337-S04,,5/18/2018,8 to 12,,,,,61.56,0.42,15.97,324.29,106.7,,,,0.0671,57.68,24.226,3.1,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31075034,-90.35502426
CRMS0337-S04,,5/18/2018,12 to 16,,,,,64.99,0.39,10.39,324.29,91.99,,,,0.0405,31.68,12.355,1.7,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31075034,-90.35502426
CRMS0337-S04,,5/18/2018,16 to 20,,,,,66.99,0.31,14.64,324.29,122.17,,,,0.0454,52.16,16.17,2.86,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31075034,-90.35502426
CRMS0337-S04,,5/18/2018,20 to 24,,,,,65.73,0.34,16.25,324.29,114.38,,,,0.0553,56.56,19.23,3.28,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31075034,-90.35502426
CRMS0337-S05,,5/18/2018,0 to 4,,,,,78.75,0.14,25.8,324.29,161.83,,,,0.0361,97.75,13.685,6.15,607.8,3.55,59.11,37.34,7.29,7.28,1.89,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.3107237,-90.35504554
CRMS0337-S05,,5/18/2018,4 to 8,,,,,71.48,0.22,19.18,324.29,145.76,,,,0.0422,72.81,16.018,4.05,394.34,1.3,65.64,33.06,7.12,7.1,1.81,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.3107237,-90.35504554
CRMS0337-S05,,5/18/2018,8 to 12,,,,,68.49,0.28,18.32,324.29,127.78,,,,0.0513,56.88,15.926,3.31,493.85,3.24,56.26,40.5,7.49,7.47,1.82,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.3107237,-90.35504554
CRMS0337-S05,,5/18/2018,12 to 16,,,,,65.24,0.39,14.01,324.29,88.16,,,,0.0546,49.75,19.403,2.92,417.03,16.53,72.31,11.16,5.19,4.68,1.72,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.3107237,-90.35504554
CRMS0337-S05,,5/18/2018,16 to 20,,,,,69.55,0.28,14.37,324.29,116.69,,,,0.0402,50.33,14.092,3.02,464.52,3.76,63.82,32.42,7.04,7.05,1.92,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.3107237,-90.35504554
CRMS0337-S05,,5/18/2018,20 to 24,,,,,69.69,0.23,13.37,324.29,152.16,,,,0.0308,49.84,11.463,2.91,423.69,2.81,63.02,34.17,7.17,7.14,1.87,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.3107237,-90.35504554
CRMS0337-S06,,5/18/2018,0 to 4,,,,,73.67,0.24,22.35,324.29,111.01,,,,0.0536,87.7,21.048,4.81,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31067883,-90.35505699
CRMS0337-S06,,5/18/2018,4 to 8,,,,,67.52,0.3,17.25,324.29,122.86,,,,0.0518,57.13,17.139,3.31,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31067883,-90.35505699
CRMS0337-S06,,5/18/2018,8 to 12,,,,,66.37,0.33,13.58,324.29,111.36,,,,0.0448,50.23,16.576,2.69,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31067883,-90.35505699
CRMS0337-S06,,5/18/2018,12 to 16,,,,,63.59,0.32,12.09,324.29,141.57,,,,0.0387,40.76,13.043,2.2,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31067883,-90.35505699
CRMS0337-S06,,5/18/2018,16 to 20,,,,,69.95,0.29,14.77,324.29,106.99,,,,0.0428,52.9,15.341,2.74,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31067883,-90.35505699
CRMS0337-S06,,5/18/2018,20 to 24,,,,,71.2,0.29,20.31,324.29,91.59,,,,0.0589,75.87,22.002,3.74,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,0.8 ft of water on marsh. Spartina alterniflora and Juncus roemerianus are dominant vegetation. Tide rising quickly. Marsh surface very soft. Marsh surface resembles floatant - undulates when jumped on. ,29.31067883,-90.35505699
CRMS0338-BBG01,,6/26/2019,0 to 8,,,,,,,,,,Spartina alterniflora Loisel.,526.11,122.29,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.33237894,-90.47164899
CRMS0338-BBG01,,6/26/2019,8 to 16,,,,,,,,,,Spartina alterniflora Loisel.,487.9,249.68,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.33237894,-90.47164899
CRMS0338-BBG01,,6/26/2019,16 to 24,,,,,,,,,,Spartina alterniflora Loisel.,402.55,277.71,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.33237894,-90.47164899
CRMS0338-BBG02,,6/26/2019,0 to 8,,,,,,,,,,Spartina alterniflora Loisel.,20.38,182.17,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.33238172,-90.41764289
CRMS0338-BBG02,,6/26/2019,8 to 16,,,,,,,,,,Spartina alterniflora Loisel.,828.03,118.47,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.33238172,-90.41764289
CRMS0338-BBG02,,6/26/2019,16 to 24,,,,,,,,,,Spartina alterniflora Loisel.,463.69,310.83,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.33238172,-90.41764289
CRMS0338-BBG03,,6/26/2019,0 to 8,,,,,,,,,,Spartina alterniflora Loisel.,1261.15,78.98,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.33239113,-90.41766324
CRMS0338-BBG03,,6/26/2019,8 to 16,,,,,,,,,,Spartina alterniflora Loisel.,1289.17,135.03,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.33239113,-90.41766324
CRMS0338-BBG03,,6/26/2019,16 to 24,,,,,,,,,,Spartina alterniflora Loisel.,1103.18,201.27,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.33239113,-90.41766324
CRMS0338-S01,,6/6/2006,0 to 4,6.3,5.52,17465,10.3,73.45,0.3,27.13,324.29,106.18,,,,0.0814,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Soft; Dark,29.33467367,-90.41483985
CRMS0338-S01,,6/6/2006,4 to 8,5.62,5.26,16410,9.6,73.95,0.2,28.07,324.29,77.04,,,,0.0561,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Soft; Dark,29.33467367,-90.41483985
CRMS0338-S01,,6/6/2006,8 to 12,5.45,5.07,16860,9.9,79.47,0.21,29.15,324.29,86.62,,,,0.0612,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Soft; Dark,29.33467367,-90.41483985
CRMS0338-S01,,6/6/2006,12 to 16,6.71,5.32,15930,9.3,78.74,0.23,30.54,324.29,88.36,,,,0.0702,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Soft; Dark,29.33467367,-90.41483985
CRMS0338-S01,,6/6/2006,16 to 20,6.42,5.3,16820,9.9,80.12,0.19,31.67,324.29,71.48,,,,0.0602,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Soft; Dark,29.33467367,-90.41483985
CRMS0338-S01,,6/6/2006,20 to 24,5.95,5.14,17760,10.5,79.27,0.18,31.77,324.29,66.38,,,,0.0572,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Soft; Dark,29.33467367,-90.41483985
CRMS0338-S02,,6/6/2006,0 to 4,6.04,6.2,18030,10.7,72.96,0.27,23.28,324.29,79.22,,,,0.0629,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33469422,-90.41490887
CRMS0338-S02,,6/6/2006,4 to 8,5.71,6.17,17240,10.2,73.16,0.22,25.54,324.29,74.71,,,,0.0562,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33469422,-90.41490887
CRMS0338-S02,,6/6/2006,8 to 12,6.73,5.91,17045,10.05,74.17,0.26,24.36,324.29,90.25,,,,0.0633,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33469422,-90.41490887
CRMS0338-S02,,6/6/2006,12 to 16,6.48,6,17570,10.4,77.32,0.23,26.5,324.29,74.76,,,,0.061,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33469422,-90.41490887
CRMS0338-S02,,6/6/2006,16 to 20,6.29,5.31,16850,9.9,78.77,0.25,27.25,324.29,89.91,,,,0.0681,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33469422,-90.41490887
CRMS0338-S02,,6/6/2006,20 to 24,6.06,4.89,16920,10,78.17,0.19,27.04,324.29,68.28,,,,0.0514,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33469422,-90.41490887
CRMS0338-S03,,6/6/2006,0 to 4,6.05,5.62,16730,9.8,73.14,0.3,25.87,324.29,96.69,,,,0.0776,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33470122,-90.41497407
CRMS0338-S03,,6/6/2006,4 to 8,6.05,4.98,17060,10.1,77.34,0.24,29.12,324.29,89.66,,,,0.0699,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33470122,-90.41497407
CRMS0338-S03,,6/6/2006,8 to 12,5.95,4.85,17135,10.1,80.77,0.24,28.57,324.29,88.41,,,,0.0686,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33470122,-90.41497407
CRMS0338-S03,,6/6/2006,12 to 16,6.13,4.8,17190,10.1,76.72,0.24,29.21,324.29,90.08,,,,0.0701,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33470122,-90.41497407
CRMS0338-S03,,6/6/2006,16 to 20,5.71,5.15,17590,10.4,77.53,0.24,27.68,324.29,83.34,,,,0.0664,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33470122,-90.41497407
CRMS0338-S03,,6/6/2006,20 to 24,6.12,5,16220,9.5,75.61,0.24,27.57,324.29,68.81,,,,0.0662,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; M. Acosta; M. Sevier,Dark; Firm,29.33470122,-90.41497407
CRMS0338-S04,,5/18/2018,0 to 4,,,,,75.14,0.27,23.92,324.29,60.16,,,,0.0646,87.89,23.73,6.03,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33445092,-90.41502731
CRMS0338-S04,,5/18/2018,4 to 8,,,,,73.86,0.25,23,324.29,97.38,,,,0.0575,83.04,20.76,5.21,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33445092,-90.41502731
CRMS0338-S04,,5/18/2018,8 to 12,,,,,71.6,0.32,20.55,324.29,60.57,,,,0.0658,80.03,25.61,4.77,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33445092,-90.41502731
CRMS0338-S04,,5/18/2018,12 to 16,,,,,69.1,0.3,18.52,324.29,107.4,,,,0.0556,64.22,19.266,4.02,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33445092,-90.41502731
CRMS0338-S04,,5/18/2018,16 to 20,,,,,68.18,0.32,15.21,324.29,100.86,,,,0.0487,48.7,15.584,2.85,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33445092,-90.41502731
CRMS0338-S04,,5/18/2018,20 to 24,,,,,70.69,0.29,22.14,324.29,98.65,,,,0.0642,82.94,24.053,5.13,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33445092,-90.41502731
CRMS0338-S05,,5/18/2018,0 to 4,,,,,70.85,0.19,22.78,324.29,175.92,,,,0.0433,87,16.53,6.02,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.3344423,-90.41504811
CRMS0338-S05,,5/18/2018,4 to 8,,,,,71.84,0.29,21.82,324.29,83.28,,,,0.0633,79.95,23.186,4.99,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.3344423,-90.41504811
CRMS0338-S05,,5/18/2018,8 to 12,,,,,70.21,0.32,18.18,324.29,82.07,,,,0.0582,64.09,20.509,4.15,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.3344423,-90.41504811
CRMS0338-S05,,5/18/2018,12 to 16,,,,,62.1,0.33,11.91,324.29,148.64,,,,0.0393,36.84,12.157,2.36,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.3344423,-90.41504811
CRMS0338-S05,,5/18/2018,16 to 20,,,,,70.05,0.3,13.63,324.29,94.54,,,,0.0409,35.11,10.533,2.05,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.3344423,-90.41504811
CRMS0338-S05,,5/18/2018,20 to 24,,,,,77.44,0.26,23.93,324.29,37.82,,,,0.0622,85.93,22.342,5.13,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.3344423,-90.41504811
CRMS0338-S06,,5/18/2018,0 to 4,,,,,75.76,0.29,21.05,324.29,25.55,,,,0.061,79.25,22.983,5.42,472.2,2.63,63.72,33.64,7.18,7.09,1.87,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33446935,-90.41504743
CRMS0338-S06,,5/18/2018,4 to 8,,,,,69.95,0.27,19.72,324.29,119.57,,,,0.0532,75.75,20.453,4.93,543.89,2.84,64.37,32.79,7.15,7.09,1.81,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33446935,-90.41504743
CRMS0338-S06,,5/18/2018,8 to 12,,,,,65.61,0.35,12.46,324.29,104.74,,,,0.0436,59.78,20.923,3.59,434.65,3.03,65.77,31.19,6.96,6.93,1.95,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33446935,-90.41504743
CRMS0338-S06,,5/18/2018,12 to 16,,,,,70.9,0.33,19.7,324.29,65.95,,,,0.065,82.98,27.383,5.14,469.55,4.05,61.54,34.41,7.03,7.06,2.05,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33446935,-90.41504743
CRMS0338-S06,,5/18/2018,16 to 20,,,,,77.85,0.19,23.33,324.29,108.15,,,,0.0443,107.12,20.353,6.41,466.67,0.61,71.81,27.58,6.89,6.83,1.76,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33446935,-90.41504743
CRMS0338-S06,,5/18/2018,20 to 24,,,,,85.94,0.13,32.24,324.29,75.01,,,,0.0419,140.29,18.238,8.14,510.6,3.83,63.97,32.21,7.13,7.07,1.84,,,COASTAL ESTUARY SERVICES LLC,B. Lussier; J. Mattingly,1 foot of water on marsh. Spartina alterniflora is dominant vegetation. Tide rising. Marsh surface very soft. ,29.33446935,-90.41504743
CRMS0341-BBG01,,6/19/2019,0 to 8,,,,,,,,,,Spartina alterniflora Loisel.,1463.69,160.51,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.30916929,-90.51300078
CRMS0341-BBG01,,6/19/2019,8 to 16,,,,,,,,,,Spartina alterniflora Loisel.,1747.77,34.39,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.30916929,-90.51300078
CRMS0341-BBG01,,6/19/2019,16 to 24,,,,,,,,,,Spartina alterniflora Loisel.,842.04,85.35,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.30916929,-90.51300078
CRMS0341-BBG02,,6/19/2019,0 to 8,,,,,,,,,,Spartina alterniflora Loisel.,1987.26,461.15,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.30916066,-90.51302157
CRMS0341-BBG02,,6/19/2019,8 to 16,,,,,,,,,,Spartina alterniflora Loisel.,1891.72,133.76,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.30916066,-90.51302157
